product_id,product_name,category,sub_category,base_price,price,competitor_price,demand,rating,reviews,stock,season,discount,day_of_week
PROD_1279,Nikon D3500,Camera,Budget,32443,33340,28922,377,3.2,2525,412,Normal,1.4,Saturday
PROD_1283,Canon EOS 1500D,Camera,Budget,45357,48418,50599,290,3,1597,485,Normal,7.9,Sunday
PROD_1284,Sony Alpha A7 IV,Camera,Premium,175511,180679,161494,376,4,443,375,Normal,3.1,Sunday
PROD_1289,Canon EOS 1500D,Camera,Budget,45357,46891,41217,321,3.2,2059,205,Normal,1.5,Friday
PROD_1296,Canon EOS 1500D,Camera,Budget,45357,46116,41233,294,3.4,2176,506,Normal,3.3,Saturday
PROD_1298,Sony Alpha A7 IV,Camera,Premium,175511,195852,180409,464,4.6,50,578,Festive,4.3,Wednesday
PROD_1303,Sony Alpha ZV-E10,Camera,Mid,107159,120018,113193,363,3.1,581,168,Festive,12.9,Friday
PROD_1305,Nikon D3500,Camera,Budget,32443,33829,30630,383,3.8,2238,120,Normal,3.1,Wednesday
PROD_1309,Canon EOS 1500D,Camera,Budget,45357,48115,49915,255,2.6,1601,566,Normal,0,Sunday
PROD_1310,Sony Alpha A7 IV,Camera,Premium,175511,188454,170110,402,4.7,740,528,Normal,6,Saturday
PROD_1316,Canon EOS 1500D,Camera,Budget,45357,45929,42015,277,3.3,1901,563,Normal,5.4,Tuesday
PROD_1326,Nikon D3500,Camera,Budget,32443,36336,35469,484,3.6,3432,517,Festive,13,Thursday
PROD_1335,Canon EOS M50 II,Camera,Mid,102117,113656,98048,382,4,869,513,Festive,11.9,Tuesday
PROD_1344,Canon EOS 1500D,Camera,Budget,45357,50000,49649,363,3.3,2136,218,Festive,9.5,Tuesday
PROD_1349,Sony Alpha A7 IV,Camera,Premium,175511,188555,165479,451,4.1,179,390,Festive,8.6,Thursday
PROD_1352,Canon EOS 1500D,Camera,Budget,45357,48417,44875,269,3.1,1938,454,Normal,2.8,Saturday
PROD_1355,Sony Alpha ZV-E10,Camera,Mid,107159,115056,109019,324,3.5,1326,412,Normal,7,Saturday
PROD_1360,Nikon D3500,Camera,Budget,32443,33231,29733,344,3.2,1872,430,Normal,2.1,Monday
PROD_1369,Nikon D3500,Camera,Budget,32443,34462,29523,372,3,1797,513,Festive,9.9,Wednesday
PROD_1385,Nikon D3500,Camera,Budget,32443,36336,35328,438,3.4,2464,129,Festive,7.7,Monday
PROD_1404,Canon EOS M50 II,Camera,Mid,102117,104846,90717,301,4,634,317,Normal,0,Wednesday
PROD_1409,Sony Alpha A7 IV,Camera,Premium,175511,196572,178576,476,4.6,132,336,Festive,9.9,Tuesday
PROD_1412,Sony Alpha A7 IV,Camera,Premium,175511,190433,184574,399,4.3,352,298,Normal,6.9,Wednesday
PROD_1416,Sony Alpha A7 IV,Camera,Premium,175511,196572,184872,486,4.3,636,202,Festive,13.4,Sunday
PROD_1417,Nikon D3500,Camera,Budget,32443,34527,31231,348,3.1,1651,637,Normal,3.3,Saturday
PROD_1422,Canon EOS 1500D,Camera,Budget,45357,48407,50593,262,2.9,2236,448,Normal,0,Sunday
PROD_1423,Canon EOS 1500D,Camera,Budget,45357,48739,43929,285,3.1,2064,336,Normal,6.1,Thursday
PROD_1424,Canon EOS M50 II,Camera,Mid,102117,109900,110001,351,4.2,1776,402,Normal,2.1,Saturday
PROD_1425,Sony Alpha A7 IV,Camera,Premium,175511,188288,180350,394,4.4,638,535,Normal,0,Thursday
PROD_1427,Sony Alpha A7 IV,Camera,Premium,175511,182000,165706,389,3.8,397,244,Normal,4.2,Wednesday
PROD_1435,Sony Alpha A7 IV,Camera,Premium,175511,182061,166275,425,4.6,676,291,Normal,4.8,Wednesday
PROD_1440,Canon EOS 1500D,Camera,Budget,45357,50000,46940,392,3.5,1388,367,Festive,12.4,Thursday
PROD_1442,Canon EOS M50 II,Camera,Mid,102117,105170,91607,334,3.6,1105,303,Normal,0.4,Sunday
PROD_1448,Nikon D3500,Camera,Budget,32443,34692,32346,326,3.6,1815,502,Normal,4.4,Tuesday
PROD_1450,Sony Alpha A7 IV,Camera,Premium,175511,196572,168166,460,4.3,1076,310,Festive,7.2,Saturday
PROD_1458,Canon EOS 1500D,Camera,Budget,45357,49204,44186,331,3.4,2555,200,Normal,4.4,Monday
PROD_1459,Sony Alpha A7 IV,Camera,Premium,175511,190600,189102,349,4.3,517,204,Normal,3.3,Tuesday
PROD_1461,Sony Alpha ZV-E10,Camera,Mid,107159,115785,109005,288,3.3,1155,222,Normal,0,Monday
PROD_1463,Canon EOS 1500D,Camera,Budget,45357,48603,47595,295,3.5,1485,411,Normal,4.8,Tuesday
PROD_1469,Sony Alpha ZV-E10,Camera,Mid,107159,115940,111303,338,4.1,1484,268,Normal,5.6,Friday
PROD_1475,Canon EOS 1500D,Camera,Budget,45357,50000,46847,321,3.1,1511,430,Festive,7.6,Sunday
PROD_1479,Sony Alpha ZV-E10,Camera,Mid,107159,118724,110436,373,4.2,673,601,Festive,13.5,Tuesday
PROD_1483,Canon EOS 1500D,Camera,Budget,45357,46552,41640,312,3.2,2328,341,Normal,4.5,Sunday
PROD_1488,Nikon D3500,Camera,Budget,32443,33118,30399,309,2.9,1889,447,Normal,7.4,Friday
PROD_1493,Sony Alpha A7 IV,Camera,Premium,175511,190534,175703,384,4,647,264,Normal,0.9,Saturday
PROD_1495,Canon EOS M50 II,Camera,Mid,102117,109742,103635,265,3.4,640,304,Normal,6.1,Sunday
PROD_1497,Sony Alpha ZV-E10,Camera,Mid,107159,109090,96183,305,3.8,679,497,Normal,7.9,Friday
PROD_1500,Nikon D3500,Camera,Budget,32443,34731,28906,488,3.4,2341,521,Festive,15.8,Tuesday
PROD_1506,Nikon D3500,Camera,Budget,32443,36165,32033,400,2.8,2190,505,Festive,11.2,Wednesday
PROD_1508,Canon EOS M50 II,Camera,Mid,102117,111236,110804,348,3.9,1424,136,Normal,0.3,Sunday
PROD_1511,Canon EOS 1500D,Camera,Budget,45357,50000,47364,394,3.5,2235,610,Festive,10.4,Tuesday
PROD_1518,Sony Alpha A7 IV,Camera,Premium,175511,181495,159161,376,4.2,505,282,Normal,0,Monday
PROD_1519,Canon EOS M50 II,Camera,Mid,102117,110396,107680,341,4,1402,290,Normal,2.2,Wednesday
PROD_1523,Sony Alpha ZV-E10,Camera,Mid,107159,115943,108265,299,3.9,1198,209,Normal,5.2,Friday
PROD_1526,Canon EOS M50 II,Camera,Mid,102117,113893,109900,365,3.2,1265,441,Festive,15.9,Thursday
PROD_1529,Canon EOS M50 II,Camera,Mid,102117,105578,96093,304,3.5,1129,178,Normal,4.5,Wednesday
PROD_1540,Canon EOS 1500D,Camera,Budget,45357,48458,46926,323,3.8,2324,517,Normal,4.8,Friday
PROD_1546,Sony Alpha ZV-E10,Camera,Mid,107159,115696,116775,317,4.2,1259,282,Normal,2,Thursday
PROD_1555,Canon EOS M50 II,Camera,Mid,102117,109584,101366,311,3.5,749,404,Normal,3.3,Saturday
PROD_1556,Canon EOS M50 II,Camera,Mid,102117,110191,106583,315,3.9,369,291,Normal,2.1,Wednesday
PROD_1560,Nikon D3500,Camera,Budget,32443,36333,32400,395,3.2,1864,394,Festive,11.7,Monday
PROD_1567,Canon EOS M50 II,Camera,Mid,102117,114371,97523,401,3.6,492,315,Festive,9.3,Saturday
PROD_1569,Nikon D3500,Camera,Budget,32443,33522,30543,381,3,2230,306,Normal,0,Sunday
PROD_1572,Canon EOS 1500D,Camera,Budget,45357,46486,40450,298,3.4,2369,349,Normal,2.7,Monday
PROD_1574,Sony Alpha ZV-E10,Camera,Mid,107159,115048,111844,289,3.4,897,361,Normal,3.8,Wednesday
PROD_1576,Canon EOS 1500D,Camera,Budget,45357,50000,44339,415,3.7,2358,366,Festive,14,Saturday
PROD_1579,Sony Alpha ZV-E10,Camera,Mid,107159,114767,116314,318,3.2,1014,457,Normal,6.5,Tuesday
PROD_1582,Sony Alpha ZV-E10,Camera,Mid,107159,114858,107864,300,3.6,1509,413,Normal,2.9,Saturday
PROD_1584,Nikon D3500,Camera,Budget,32443,33554,29706,343,3,1838,229,Normal,2.2,Wednesday
PROD_1599,Sony Alpha A7 IV,Camera,Premium,175511,187967,190364,333,3.9,137,480,Normal,2,Sunday
PROD_1603,Canon EOS 1500D,Camera,Budget,45357,46081,40049,263,3,1619,475,Normal,0.7,Tuesday
PROD_1605,Canon EOS M50 II,Camera,Mid,102117,113383,104238,385,3.7,916,571,Festive,10.5,Sunday
PROD_1606,Canon EOS M50 II,Camera,Mid,102117,103921,94304,301,4,922,498,Normal,0.2,Sunday
PROD_1607,Sony Alpha ZV-E10,Camera,Mid,107159,109478,99842,290,3.8,1096,402,Normal,4.1,Sunday
PROD_1611,Sony Alpha ZV-E10,Camera,Mid,107159,120004,112266,399,4,1384,401,Festive,14.1,Wednesday
PROD_1623,Sony Alpha ZV-E10,Camera,Mid,107159,115512,104457,328,3.9,1183,333,Normal,4,Monday
PROD_1632,Nikon D3500,Camera,Budget,32443,33658,30067,351,3.6,1924,177,Normal,0.5,Wednesday
PROD_1635,Nikon D3500,Camera,Budget,32443,35032,31399,347,3.4,1980,324,Normal,2.3,Monday
PROD_1643,Sony Alpha ZV-E10,Camera,Mid,107159,114285,114209,366,4.5,985,619,Normal,5.1,Wednesday
PROD_1647,Canon EOS M50 II,Camera,Mid,102117,113520,112835,351,3.1,855,493,Festive,7.6,Sunday
PROD_1650,Nikon D3500,Camera,Budget,32443,35151,34397,313,3.3,1284,200,Normal,0,Sunday
PROD_1655,Nikon D3500,Camera,Budget,32443,36336,35851,501,4.2,2656,473,Festive,11.9,Friday
PROD_1668,Canon EOS 1500D,Camera,Budget,45357,48719,46408,301,3.1,1726,369,Normal,0.6,Friday
PROD_1674,Canon EOS 1500D,Camera,Budget,45357,48826,48614,292,3.2,1869,308,Normal,2.9,Sunday
PROD_1701,Sony Alpha A7 IV,Camera,Premium,175511,185668,159921,507,4.5,832,803,Festive,12.1,Monday
PROD_1707,Nikon D3500,Camera,Budget,32443,34815,33024,347,3.5,2295,458,Normal,0,Saturday
PROD_1711,Canon EOS 1500D,Camera,Budget,45357,48624,43952,322,3.5,2563,442,Normal,0,Wednesday
PROD_1718,Nikon D3500,Camera,Budget,32443,34715,34758,296,2.7,1920,443,Normal,0,Monday
PROD_1726,Sony Alpha A7 IV,Camera,Premium,175511,189328,188593,429,4.5,296,469,Normal,0.9,Monday
PROD_1744,Canon EOS 1500D,Camera,Budget,45357,48215,49524,281,3.3,1911,561,Normal,8.1,Sunday
PROD_1746,Canon EOS 1500D,Camera,Budget,45357,49182,44070,302,3.5,1742,166,Normal,3.3,Thursday
PROD_1749,Nikon D3500,Camera,Budget,32443,35107,36203,323,3.7,1500,242,Normal,2.4,Thursday
PROD_1751,Sony Alpha A7 IV,Camera,Premium,175511,190034,190243,448,4.4,1543,417,Normal,2.7,Tuesday
PROD_1758,Canon EOS M50 II,Camera,Mid,102117,104856,92441,351,4.1,1751,390,Normal,3.4,Friday
PROD_1762,Nikon D3500,Camera,Budget,32443,34838,29820,439,3.1,1939,382,Festive,8.3,Thursday
PROD_1776,Canon EOS 1500D,Camera,Budget,45357,49994,49375,300,2.3,1283,605,Festive,11.5,Friday
PROD_1780,Canon EOS M50 II,Camera,Mid,102117,111473,106877,375,4.2,1095,130,Normal,1.6,Wednesday
PROD_1782,Canon EOS M50 II,Camera,Mid,102117,104894,91582,304,3.3,1014,312,Normal,3.6,Wednesday
PROD_1792,Sony Alpha ZV-E10,Camera,Mid,107159,114397,108803,330,4.2,703,544,Normal,2.8,Monday
PROD_1794,Canon EOS M50 II,Camera,Mid,102117,109408,107090,322,3.7,1417,455,Normal,3.6,Sunday
PROD_0002,boAt Bassheads 100,Earphones,Budget,1787,1906,1934,317,3.8,2097,541,Normal,3.8,Monday
PROD_0010,Realme Buds 2,Earphones,Budget,2347,2518,2527,199,2.9,1823,240,Normal,8.7,Friday
PROD_0012,boAt Bassheads 100,Earphones,Budget,1787,1915,1623,449,4,2890,439,Festive,11,Saturday
PROD_0014,boAt Bassheads 100,Earphones,Budget,1787,1982,1729,320,3.6,1651,492,Festive,14.2,Friday
PROD_0018,Sony WH-CH520,Earphones,Mid,8381,8997,8158,222,3.4,888,262,Normal,2.7,Wednesday
PROD_0049,JBL Tune 770NC,Earphones,Mid,9817,10404,9801,219,3.8,1591,531,Normal,6.9,Tuesday
PROD_0059,JBL Tune 770NC,Earphones,Mid,9817,10461,9613,221,3.9,1251,419,Normal,3.7,Tuesday
PROD_0077,Sony WH-CH520,Earphones,Mid,8381,8572,7553,299,3.6,1208,392,Normal,1.6,Wednesday
PROD_0082,boAt Bassheads 100,Earphones,Budget,1787,1894,1661,337,3.1,1266,505,Festive,10.4,Friday
PROD_0113,boAt Bassheads 100,Earphones,Budget,1787,1906,1575,407,3.5,1860,470,Festive,11.1,Sunday
PROD_0114,Realme Buds 2,Earphones,Budget,2347,2489,2245,175,2.8,1596,446,Normal,4.1,Tuesday
PROD_0127,Sony WH-CH520,Earphones,Mid,8381,9276,8039,325,3.6,1232,550,Festive,14.9,Sunday
PROD_0135,Apple AirPods Pro 2,Earphones,Premium,15388,16031,14065,382,4.6,527,136,Normal,0,Tuesday
PROD_0139,Apple AirPods Pro 2,Earphones,Premium,15388,16320,13742,425,3.7,311,626,Festive,10.2,Tuesday
PROD_0142,JBL Tune 770NC,Earphones,Mid,9817,10882,10330,264,3.3,532,426,Festive,11.2,Friday
PROD_0147,Apple AirPods Pro 2,Earphones,Premium,15388,17182,17049,465,4.5,50,565,Festive,14.3,Saturday
PROD_0150,Apple AirPods Pro 2,Earphones,Premium,15388,16687,14843,410,4.9,379,326,Normal,5.1,Monday
PROD_0176,boAt Bassheads 100,Earphones,Budget,1787,1926,1789,287,3.3,1858,267,Normal,4.6,Friday
PROD_0192,Sony WH-CH520,Earphones,Mid,8381,9058,8348,293,3.9,1614,222,Normal,5.5,Wednesday
PROD_0196,Apple AirPods Pro 2,Earphones,Premium,15388,16593,15588,389,4.2,241,417,Normal,6.6,Thursday
PROD_0197,JBL Tune 770NC,Earphones,Mid,9817,10379,10025,155,3.3,940,486,Normal,4.6,Friday
PROD_0199,JBL Tune 770NC,Earphones,Mid,9817,10445,9804,206,3.5,1554,428,Normal,0.4,Monday
PROD_0203,boAt Bassheads 100,Earphones,Budget,1787,1894,1633,390,3.5,2078,586,Festive,6.5,Monday
PROD_0206,Sony WH-CH520,Earphones,Mid,8381,8963,9248,230,3.5,1143,355,Normal,2,Wednesday
PROD_0213,boAt Bassheads 100,Earphones,Budget,1787,1901,1646,349,3.5,2298,443,Festive,8.6,Wednesday
PROD_0214,Apple AirPods Pro 2,Earphones,Premium,15388,15875,14077,402,4.2,357,369,Normal,4.2,Tuesday
PROD_0217,Apple AirPods Pro 2,Earphones,Premium,15388,17114,14834,464,4.1,988,652,Festive,5.8,Saturday
PROD_0219,boAt Bassheads 100,Earphones,Budget,1787,1829,1618,282,3,2400,345,Normal,4.9,Friday
PROD_0221,Realme Buds 2,Earphones,Budget,2347,2399,2196,265,3.7,1559,351,Normal,0,Friday
PROD_0227,boAt Bassheads 100,Earphones,Budget,1787,1920,1672,349,3.2,1895,224,Festive,7.1,Sunday
PROD_0231,Realme Buds 2,Earphones,Budget,2347,2451,2083,277,3.2,1986,723,Festive,16.8,Thursday
PROD_0236,Realme Buds 2,Earphones,Budget,2347,2366,2112,213,3.1,2093,557,Normal,6.3,Sunday
PROD_0247,Sony WH-CH520,Earphones,Mid,8381,9377,8727,338,3.5,772,330,Festive,6,Sunday
PROD_0249,JBL Tune 770NC,Earphones,Mid,9817,10388,9979,161,3.6,730,478,Normal,0.4,Friday
PROD_0254,Apple AirPods Pro 2,Earphones,Premium,15388,15826,14429,339,3.9,312,339,Normal,3.5,Friday
PROD_0257,Realme Buds 2,Earphones,Budget,2347,2490,2238,166,2.9,1679,428,Normal,3.2,Thursday
PROD_0264,JBL Tune 770NC,Earphones,Mid,9817,10822,10209,261,3.4,1156,544,Festive,9.3,Saturday
PROD_0285,JBL Tune 770NC,Earphones,Mid,9817,10515,10556,209,4,511,291,Normal,3,Friday
PROD_0289,JBL Tune 770NC,Earphones,Mid,9817,10939,10843,287,3.4,922,343,Festive,16.2,Friday
PROD_0290,Realme Buds 2,Earphones,Budget,2347,2602,2451,303,2.7,2055,477,Festive,6.5,Wednesday
PROD_0302,Sony WH-CH520,Earphones,Mid,8381,8899,8116,229,3.6,781,507,Normal,4.9,Sunday
PROD_0305,Sony WH-CH520,Earphones,Mid,8381,8858,7586,393,4.6,1410,649,Festive,10.3,Wednesday
PROD_0307,boAt Bassheads 100,Earphones,Budget,1787,1899,1700,274,3.6,1868,547,Normal,5,Sunday
PROD_0321,Realme Buds 2,Earphones,Budget,2347,2410,2084,239,3.4,2485,220,Normal,0,Monday
PROD_0327,Sony WH-CH520,Earphones,Mid,8381,8565,7830,269,3.8,1351,363,Normal,4.9,Sunday
PROD_0332,boAt Bassheads 100,Earphones,Budget,1787,1811,1591,364,3.8,2447,670,Normal,4.8,Sunday
PROD_0338,Apple AirPods Pro 2,Earphones,Premium,15388,16679,16271,407,4.5,679,332,Normal,0,Monday
PROD_0342,Sony WH-CH520,Earphones,Mid,8381,9386,8338,319,3.6,1127,271,Festive,13.7,Monday
PROD_0345,Sony WH-CH520,Earphones,Mid,8381,8814,9238,206,3.5,671,675,Normal,3,Wednesday
PROD_0348,Realme Buds 2,Earphones,Budget,2347,2628,2412,269,3.1,1467,166,Festive,14.6,Wednesday
PROD_0363,JBL Tune 770NC,Earphones,Mid,9817,10511,9794,237,4.3,467,340,Normal,1.4,Sunday
PROD_0379,Sony WH-CH520,Earphones,Mid,8381,8955,8792,268,4.1,775,430,Normal,0,Tuesday
PROD_0385,Realme Buds 2,Earphones,Budget,2347,2618,2433,299,3.4,1938,336,Festive,16.7,Tuesday
PROD_0389,Realme Buds 2,Earphones,Budget,2347,2363,2177,187,3,2033,544,Normal,1,Sunday
PROD_0391,Apple AirPods Pro 2,Earphones,Premium,15388,16488,14950,316,3,694,444,Normal,7,Sunday
PROD_0394,Apple AirPods Pro 2,Earphones,Premium,15388,16697,15375,407,4.4,1111,308,Normal,3.7,Wednesday
PROD_0395,JBL Tune 770NC,Earphones,Mid,9817,10551,10070,194,3.5,1359,195,Normal,0,Tuesday
PROD_0399,boAt Bassheads 100,Earphones,Budget,1787,1913,1935,270,3.4,2227,394,Normal,1.2,Friday
PROD_0411,Realme Buds 2,Earphones,Budget,2347,2603,2262,306,3.7,1257,471,Festive,13.5,Thursday
PROD_0420,Realme Buds 2,Earphones,Budget,2347,2358,2115,222,3.4,2181,631,Normal,2.1,Monday
PROD_0421,Apple AirPods Pro 2,Earphones,Premium,15388,17234,15256,437,3.8,156,218,Festive,7.4,Friday
PROD_0427,Sony WH-CH520,Earphones,Mid,8381,9044,9176,337,4.3,2379,321,Normal,3.6,Tuesday
PROD_0430,boAt Bassheads 100,Earphones,Budget,1787,2001,1798,369,3.6,1968,238,Festive,12.4,Saturday
PROD_0432,JBL Tune 770NC,Earphones,Mid,9817,9997,8762,217,4.1,1018,358,Normal,2.9,Tuesday
PROD_0436,Sony WH-CH520,Earphones,Mid,8381,9386,9097,334,3.7,1857,299,Festive,8,Saturday
PROD_0438,boAt Bassheads 100,Earphones,Budget,1787,2001,1811,301,2.9,1990,234,Festive,11.2,Wednesday
PROD_0439,Realme Buds 2,Earphones,Budget,2347,2558,2283,208,2.3,1562,708,Festive,11.1,Tuesday
PROD_0458,Realme Buds 2,Earphones,Budget,2347,2506,2479,247,3.4,1877,409,Normal,0,Monday
PROD_0464,boAt Bassheads 100,Earphones,Budget,1787,1893,1653,352,3,1893,538,Festive,12.1,Wednesday
PROD_0473,Realme Buds 2,Earphones,Budget,2347,2483,2558,227,3.8,1875,579,Normal,4.3,Monday
PROD_0474,JBL Tune 770NC,Earphones,Mid,9817,10925,9739,271,3.6,1668,349,Festive,7.9,Thursday
PROD_0479,Sony WH-CH520,Earphones,Mid,8381,8959,9092,262,4,1361,413,Normal,5.9,Thursday
PROD_0493,Apple AirPods Pro 2,Earphones,Premium,15388,16462,16187,370,4.3,941,558,Normal,0,Sunday
PROD_0499,boAt Bassheads 100,Earphones,Budget,1787,1971,1981,310,3.1,1923,601,Festive,12.3,Friday
PROD_0500,JBL Tune 770NC,Earphones,Mid,9817,10924,9505,276,3.9,1194,358,Festive,14.6,Wednesday
PROD_0507,boAt Bassheads 100,Earphones,Budget,1787,1982,1938,345,3.7,1566,524,Festive,4.2,Monday
PROD_0510,JBL Tune 770NC,Earphones,Mid,9817,9963,9170,212,3.8,930,419,Normal,0,Tuesday
PROD_0512,JBL Tune 770NC,Earphones,Mid,9817,10470,10865,215,3.8,1378,392,Normal,10.1,Friday
PROD_0514,JBL Tune 770NC,Earphones,Mid,9817,10456,9101,307,3.9,1672,358,Festive,12.9,Monday
PROD_0516,Apple AirPods Pro 2,Earphones,Premium,15388,16728,16133,415,4,646,280,Normal,1.5,Wednesday
PROD_0520,Realme Buds 2,Earphones,Budget,2347,2510,2402,178,3.4,1501,274,Normal,3.2,Wednesday
PROD_0530,boAt Bassheads 100,Earphones,Budget,1787,1930,1789,236,3.3,1244,152,Normal,1.8,Sunday
PROD_0532,Realme Buds 2,Earphones,Budget,2347,2605,2255,274,3.1,1994,406,Festive,9.4,Thursday
PROD_0534,JBL Tune 770NC,Earphones,Mid,9817,10433,10302,191,3.9,958,431,Normal,7.2,Sunday
PROD_0536,boAt Bassheads 100,Earphones,Budget,1787,2001,1877,406,3.8,2572,374,Festive,11.3,Saturday
PROD_0550,boAt Bassheads 100,Earphones,Budget,1787,1794,1586,297,3.5,2126,756,Normal,0,Friday
PROD_0552,Realme Buds 2,Earphones,Budget,2347,2506,2511,236,3.6,2658,395,Normal,7.8,Friday
PROD_0559,Apple AirPods Pro 2,Earphones,Premium,15388,15986,14101,447,4.8,1051,293,Normal,3.3,Wednesday
PROD_0562,JBL Tune 770NC,Earphones,Mid,9817,10411,10848,161,3.7,1453,431,Normal,3.8,Friday
PROD_0565,Realme Buds 2,Earphones,Budget,2347,2515,2310,216,3.1,2078,284,Normal,5.9,Friday
PROD_0570,JBL Tune 770NC,Earphones,Mid,9817,10808,9497,227,3.5,307,520,Festive,9.2,Wednesday
PROD_0571,boAt Bassheads 100,Earphones,Budget,1787,1794,1649,318,3.7,1926,792,Normal,2.2,Monday
PROD_0586,JBL Tune 770NC,Earphones,Mid,9817,10854,9579,260,3.3,1246,477,Festive,13.6,Wednesday
PROD_0600,Realme Buds 2,Earphones,Budget,2347,2420,2079,241,3.1,2613,138,Normal,5.6,Wednesday
PROD_0606,Sony WH-CH520,Earphones,Mid,8381,9027,8243,299,3.8,1530,305,Normal,3.1,Sunday
PROD_0618,JBL Tune 770NC,Earphones,Mid,9817,10927,10814,288,4.1,856,370,Festive,9.3,Friday
PROD_0630,boAt Bassheads 100,Earphones,Budget,1787,1935,1914,286,3.3,2171,165,Normal,8,Thursday
PROD_0650,JBL Tune 770NC,Earphones,Mid,9817,10504,9580,222,4,1632,333,Normal,7.2,Monday
PROD_0656,Apple AirPods Pro 2,Earphones,Premium,15388,16474,16178,402,4.4,1208,591,Normal,0,Friday
PROD_0657,Realme Buds 2,Earphones,Budget,2347,2497,2493,248,3.6,2298,486,Normal,4.8,Monday
PROD_0662,Sony WH-CH520,Earphones,Mid,8381,8789,9323,188,3.4,791,708,Normal,0,Wednesday
PROD_0667,boAt Bassheads 100,Earphones,Budget,1787,1894,1687,360,3.4,2038,541,Festive,16.6,Thursday
PROD_0673,boAt Bassheads 100,Earphones,Budget,1787,1834,1634,309,3.7,1955,337,Normal,4.9,Sunday
